query_id,family,length,method,retrieval_type,use_guidance,guidance_mode,use_dsr,k,neighbor_families,family_purity,top1_family_match,avg_similarity,sensitivity,ppv,f1,embed_query_time,retrieval_time,folding_time,total_time,failure_type
tmRNA-Frem.dipl._AY082653,tmRNA,389,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,tmRNA|RNaseP|group_I_intron|tmRNA|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron,0.1428571428571428,1,0.8096820514175523,0.1170212765957446,0.1182795698924731,0.1176470588235294,1.719168548000198,0.0006010940001033,0.0,1.7197696420003012,hardest_cases
group_I_intron-IE-Lab.S516_p1,group_I_intron,385,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron,1.0,1,1.0177016703358637,0.2113821138211382,0.2203389830508474,0.2157676348547718,1.1145613050002794,0.0005818209997414,0.0,1.1151431260000209,hardest_cases
tmRNA-Bloc.flor._BX248583_1-393,tmRNA,393,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA,1.0,1,0.5532343757976873,0.2233009708737864,0.2129629629629629,0.2180094786729857,1.2554580050000368,0.0004945149999002,0.0,1.255952519999937,hardest_cases
16S_rRNA-Actinobacteria-M84785,16S_rRNA,641,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA,1.0,1,0.0599923813723397,0.2514285714285714,0.22,0.2346666666666667,1.147965007000039,0.000544149000234,0.0,1.148509156000273,hardest_cases
SRP-Vibr.harv._CP000789,SRP,98,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP,1.0,1,0.357734808136744,0.2258064516129032,0.25,0.2372881355932203,0.4756562829998074,0.000525350999851,0.0,0.4761816339996585,hardest_cases
RNaseP-archaea-T.celerAL1,RNaseP,279,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,RNaseP|RNaseP|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron,0.1428571428571428,1,0.7169643488109082,0.2857142857142857,0.2285714285714285,0.2539682539682539,1.5243672900001002,0.000583129000006,0.0,1.5249504190001062,hardest_cases
tmRNA-Lept.ferr._TRW-180,tmRNA,364,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,group_I_intron|tmRNA|group_I_intron|group_I_intron|RfamFamily|group_I_intron|tmRNA|group_I_intron|RNaseP|group_I_intron|group_I_intron|RfamFamily|group_I_intron|RNaseP,0.1428571428571428,0,0.933398161166009,0.2574257425742574,0.2574257425742574,0.2574257425742574,1.1231976839999334,0.0005770790003225,0.0,1.123774763000256,hardest_cases
group_I_intron-IC1-Ste.L798-1,group_I_intron,320,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron,1.0,1,1.5886183017340476,0.2631578947368421,0.2976190476190476,0.2793296089385474,1.1093743500000528,0.0005551099998228,0.0,1.1099294599998757,hardest_cases
16S_rRNA-Aquifcae-DQ834182,16S_rRNA,851,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|RfamFamily|tmRNA|tmRNA|RNaseP,0.7142857142857143,1,0.0539007494136811,0.3388429752066115,0.2949640287769784,0.3153846153846154,1.1243460790001336,0.000546358000065,0.0,1.1248924370001987,hardest_cases
16S_rRNA-Actinobacteria-DQ375800,16S_rRNA,1313,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA,1.0,1,0.1964303606526337,0.4087193460490463,0.3571428571428571,0.3811944091486658,1.1217928229998506,0.0005338040000424,0.0,1.122326626999893,hardest_cases
tRNA-tdbD00005436,tRNA,75,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA,1.0,1,0.5289446769180197,0.0,0.0,0.0,0.3833782120000251,0.0005751110002165,0.0,0.3839533230002416,high_purity_low_f1
SRP-animal-Dros.mela._X00952,SRP,298,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP,1.0,1,1.111083208204945,0.0495049504950495,0.2631578947368421,0.0833333333333333,1.1152814269998998,0.0005650299999615,0.0,1.1158464569998614,high_purity_low_f1
group_I_intron-IE-Lab.S516_p1,group_I_intron,385,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron,1.0,1,1.0177016703358637,0.2113821138211382,0.2203389830508474,0.2157676348547718,1.1145613050002794,0.0005818209997414,0.0,1.1151431260000209,high_purity_low_f1
tmRNA-Bloc.flor._BX248583_1-393,tmRNA,393,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA,1.0,1,0.5532343757976873,0.2233009708737864,0.2129629629629629,0.2180094786729857,1.2554580050000368,0.0004945149999002,0.0,1.255952519999937,high_purity_low_f1
16S_rRNA-Actinobacteria-M84785,16S_rRNA,641,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA,1.0,1,0.0599923813723397,0.2514285714285714,0.22,0.2346666666666667,1.147965007000039,0.000544149000234,0.0,1.148509156000273,high_purity_low_f1
SRP-Vibr.harv._CP000789,SRP,98,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP,1.0,1,0.357734808136744,0.2258064516129032,0.25,0.2372881355932203,0.4756562829998074,0.000525350999851,0.0,0.4761816339996585,high_purity_low_f1
group_I_intron-IC1-Ste.L798-1,group_I_intron,320,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron,1.0,1,1.5886183017340476,0.2631578947368421,0.2976190476190476,0.2793296089385474,1.1093743500000528,0.0005551099998228,0.0,1.1099294599998757,high_purity_low_f1
16S_rRNA-Actinobacteria-DQ375800,16S_rRNA,1313,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA,1.0,1,0.1964303606526337,0.4087193460490463,0.3571428571428571,0.3811944091486658,1.1217928229998506,0.0005338040000424,0.0,1.122326626999893,high_purity_low_f1
16S_rRNA-Alphaproteobacteria-AY864736,16S_rRNA,1463,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA,1.0,1,0.3629922865277771,0.4422222222222222,0.4307359307359307,0.4364035087719299,1.372223503999976,0.0005474130002767,0.0,1.3727709170002529,high_purity_low_f1
RNaseP-SM-A07,RNaseP,294,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP,1.0,1,0.5548554840988568,0.4634146341463415,0.4269662921348314,0.4444444444444445,1.1299848090002342,0.0005168179995962,0.0,1.1305016269998305,high_purity_low_f1
5S_rRNA-Bacteria-B07001,5S_rRNA,113,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA,1.0,1,0.3750217534899546,0.4333333333333333,0.5652173913043478,0.490566037735849,0.5779006150000896,0.0006438929999603,0.0,0.57854450800005,high_purity_low_f1
5S_rRNA-Bacteria-B05639,5S_rRNA,115,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA,1.0,1,0.409569196779756,0.375,1.0,0.5454545454545454,0.8447963910002727,0.0005766419999417,0.0,0.8453730330002145,high_purity_low_f1
5S_rRNA-Bacteria-B07206,5S_rRNA,119,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA,1.0,1,0.4019997850157864,0.4848484848484848,0.64,0.5517241379310344,0.5594549350003035,0.0005795480001324,0.0,0.560034483000436,high_purity_low_f1
SRP-Cory.effi._BA000035,SRP,100,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP,1.0,1,0.3881523850908083,0.56,0.56,0.56,0.5791769939996811,0.0005111010000291,0.0,0.5796880949997103,high_purity_low_f1
tmRNA-Ocea.ihey._BA000028,tmRNA,364,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA,1.0,1,7141627.580217985,0.4431818181818182,0.8125,0.573529411764706,1.3003603770002885,0.0005397400000219,0.0,1.3009001170003105,high_purity_low_f1
tmRNA-Borr.gari._CP000013,tmRNA,363,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA,1.0,1,7141965.556507164,0.4273504273504273,0.9803921568627452,0.5952380952380952,1.1138395289999607,0.0004967529998793,0.0,1.11433628199984,high_purity_low_f1
16S_rRNA-Bacilli-AY437618,16S_rRNA,840,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA,1.0,1,0.2348134927592,0.6,0.5930232558139535,0.5964912280701755,1.927142027000173,0.0008431319997725,0.0,1.9279851589999453,high_purity_low_f1
tRNA-tdbD00008863,tRNA,77,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA,1.0,1,0.1920771242311411,0.5238095238095238,0.7857142857142857,0.6285714285714286,0.6074859760001345,0.0005884100000912,0.0,0.6080743860002258,high_purity_low_f1
RNaseP-H.pylori-RU1,RNaseP,317,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP,1.0,1,1.925772022158437,0.6063829787234043,0.6627906976744186,0.6333333333333333,1.141014192000057,0.0005334789998414,0.0,1.1415476709998984,high_purity_low_f1
5S_rRNA-Bacteria-B04570,5S_rRNA,118,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA,1.0,1,0.4187483767073334,0.5,1.0,0.6666666666666666,0.5477764910001497,0.0006532170000355,0.0,0.5484297080001852,high_purity_low_f1
tmRNA-Lept.ferr._TRW-180,tmRNA,364,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,group_I_intron|tmRNA|group_I_intron|group_I_intron|RfamFamily|group_I_intron|tmRNA|group_I_intron|RNaseP|group_I_intron|group_I_intron|RfamFamily|group_I_intron|RNaseP,0.1428571428571428,0,0.933398161166009,0.2574257425742574,0.2574257425742574,0.2574257425742574,1.1231976839999334,0.0005770790003225,0.0,1.123774763000256,low_purity_high_f1
RNaseP-archaea-T.celerAL1,RNaseP,279,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,RNaseP|RNaseP|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron,0.1428571428571428,1,0.7169643488109082,0.2857142857142857,0.2285714285714285,0.2539682539682539,1.5243672900001002,0.000583129000006,0.0,1.5249504190001062,low_purity_high_f1
tmRNA-Frem.dipl._AY082653,tmRNA,389,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,tmRNA|RNaseP|group_I_intron|tmRNA|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron,0.1428571428571428,1,0.8096820514175523,0.1170212765957446,0.1182795698924731,0.1176470588235294,1.719168548000198,0.0006010940001033,0.0,1.7197696420003012,low_purity_high_f1
RfamFamily_URS0000D6C504_12908/1-170,RfamFamily,170,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron,0.0,0,0.5969154187638896,0.0,0.0,0.0,1.1495128920000752,0.0006439099997805,0.0,1.1501568019998558,low_purity_high_f1
RfamFamily_AAIY01141103.1/124-267,RfamFamily,144,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,RfamFamily|RfamFamily|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|RNaseP|RfamFamily|RNaseP|RNaseP,0.2142857142857142,1,0.1147147345267578,0.0,0.0,0.0,0.6696802790002039,0.0005221979999987,0.0,0.6702024770002026,low_purity_high_f1
RfamFamily_CP000614.1/2842482-2842648,RfamFamily,167,rnafm_faiss_guided_k14,faiss,1,consensus,0,14,tmRNA|tmRNA|SRP|SRP|RfamFamily|SRP|RfamFamily|RNaseP|group_I_intron|SRP|SRP|SRP|RfamFamily|group_I_intron,0.2142857142857142,0,0.264925786226922,0.0,0.0,0.0,1.01674341800026,0.0006108999996286,0.0,1.0173543179998887,low_purity_high_f1
