query_id,f1_baseline,family,length,f1_method,neighbor_families,gain
16S_rRNA-Actinobacteria-M84785,0.2291666666666666,16S_rRNA,641,0.28099173553719,16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA,0.05182506887052338
16S_rRNA-Bacilli-AY437618,0.5654648956356736,16S_rRNA,840,0.59375,16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA,0.028285104364326408
tRNA-tdbD00005436,0.9545454545454544,tRNA,75,0.9767441860465116,tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA,0.022198731501057223
16S_rRNA-Alphaproteobacteria-AY864736,0.4268689057421452,16S_rRNA,1463,0.4466446644664467,16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA,0.019775758724301484
5S_rRNA-Bacteria-B07206,0.5070422535211268,5S_rRNA,119,0.5245901639344263,5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA,0.017547910413299506
16S_rRNA-Actinobacteria-DQ375800,0.3153942428035043,16S_rRNA,1313,0.3328998699609883,16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA,0.017505627157483994
group_I_intron-IC1-Ceh.S1506-29,0.7013888888888888,group_I_intron,443,0.7183098591549297,group_I_intron|group_I_intron|group_I_intron|group_I_intron|RNaseP|group_I_intron|group_I_intron|group_I_intron|tmRNA|tmRNA|group_I_intron|group_I_intron|group_I_intron|group_I_intron,0.01692097026604089
RNaseP-nuclear-X.laevis,0.0821917808219178,RNaseP,318,0.0916030534351144,group_I_intron|SRP|tmRNA|tmRNA|RNaseP|group_I_intron|RNaseP|RNaseP|group_I_intron|RNaseP|RNaseP|RNaseP|SRP|tmRNA,0.009411272613196603
tmRNA-Ocea.ihey._BA000028,0.3505154639175257,tmRNA,364,0.356020942408377,tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|SRP|SRP,0.005505478490851312
SRP-long_bacterial-Clos.ther._CP000568,0.08,SRP,175,0.081081081081081,RfamFamily|RfamFamily|RfamFamily|SRP|SRP|SRP|RfamFamily|SRP|SRP|RfamFamily|SRP|SRP|SRP|RfamFamily,0.0010810810810810006
RfamFamily_AAWZ02028783.1/6715-6851,0.0,RfamFamily,137,0.0,RNaseP|RNaseP|RNaseP|RNaseP|RfamFamily|RNaseP|RNaseP|tmRNA|SRP|RfamFamily|RNaseP|RNaseP|5S_rRNA|RNaseP,0.0
tRNA-tdbD00008724,0.9302325581395348,tRNA,72,0.9302325581395348,tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA,0.0
SRP-Vibr.harv._CP000789,0.9375,SRP,98,0.9375,SRP|SRP|SRP|RNaseP|RNaseP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP,0.0
RfamFamily_CP000614.1/2842482-2842648,0.0,RfamFamily,167,0.0,RfamFamily|SRP|SRP|RfamFamily|RfamFamily|RfamFamily|group_I_intron|RfamFamily|RfamFamily|RfamFamily|RfamFamily|RNaseP|tmRNA|group_I_intron,0.0
group_I_intron-IC1-Nsp-1.L1926,0.7292418772563176,group_I_intron,435,0.7292418772563176,group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|RfamFamily|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|SRP,0.0
RfamFamily_URS0000D68DE1_12908/1-49,0.0,RfamFamily,49,0.0,SRP|SRP|RfamFamily|group_I_intron|group_I_intron|group_I_intron|RfamFamily|group_I_intron|RfamFamily|RfamFamily|group_I_intron|SRP|SRP|group_I_intron,0.0
RfamFamily_AAIY01141103.1/124-267,0.0,RfamFamily,144,0.0,RfamFamily|5S_rRNA|SRP|SRP|SRP|5S_rRNA|SRP|SRP|5S_rRNA|SRP|5S_rRNA|SRP|SRP|RfamFamily,0.0
RfamFamily_URS0000D6C504_12908/1-170,0.0,RfamFamily,170,0.0,group_I_intron|RfamFamily|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|tmRNA|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron,0.0
SRP-protozoan-Tryp.viva._SDB-5699,0.8061224489795918,SRP,290,0.8,SRP|SRP|SRP|SRP|SRP|group_I_intron|SRP|SRP|group_I_intron|group_I_intron|SRP|SRP|RfamFamily|group_I_intron,-0.006122448979591799
16S_rRNA-Aquifcae-DQ834182,0.3129770992366412,16S_rRNA,851,0.3043478260869565,16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA|16S_rRNA,-0.008629273149684702
group_I_intron-IE-Lab.S516_p1,0.2088353413654618,group_I_intron,385,0.1949152542372881,group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|SRP|SRP|group_I_intron|group_I_intron|group_I_intron|RfamFamily|RfamFamily,-0.01392008712817372
tmRNA-Lept.ferr._TRW-180,0.3121951219512194,tmRNA,364,0.288659793814433,tmRNA|RNaseP|RNaseP|tmRNA|RNaseP|group_I_intron|RNaseP|RNaseP|SRP|group_I_intron|group_I_intron|RNaseP|group_I_intron|tmRNA,-0.023535328136786382
tmRNA-Lept.ferr._TRW-180,0.3121951219512194,tmRNA,364,0.288659793814433,tmRNA|RNaseP|RNaseP|tmRNA|RNaseP|group_I_intron|RNaseP|RNaseP|SRP|group_I_intron|group_I_intron|RNaseP|group_I_intron|tmRNA,-0.023535328136786382
5S_rRNA-Bacteria-B04570,0.5633802816901409,5S_rRNA,118,0.5373134328358209,5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA|5S_rRNA,-0.02606684885431998
SRP-animal-Dros.mela._X00952,0.8955223880597015,SRP,298,0.8645833333333333,SRP|SRP|SRP|SRP|SRP|SRP|5S_rRNA|SRP|SRP|SRP|SRP|SRP|SRP|SRP,-0.030939054726368265
RNaseP-Onchorhynchus-2,0.0402684563758389,RNaseP,308,0.0,RNaseP|RNaseP|SRP|SRP|SRP|RNaseP|RNaseP|RNaseP|RNaseP|group_I_intron|group_I_intron|group_I_intron|SRP|group_I_intron,-0.0402684563758389
tmRNA-Borr.gari._CP000013,0.3660714285714285,tmRNA,363,0.3157894736842105,tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA,-0.05028195488721798
tmRNA-Borr.gari._CP000013,0.3660714285714285,tmRNA,363,0.3157894736842105,tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA|tmRNA,-0.05028195488721798
group_I_intron-IC3-Ppo.L2449-1,0.463157894736842,group_I_intron,336,0.4086021505376344,tmRNA|group_I_intron|group_I_intron|group_I_intron|group_I_intron|SRP|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|RNaseP|RfamFamily,-0.05455574419920761
RNaseP-archaea-T.celerAL1,0.1846153846153846,RNaseP,279,0.0826446280991735,RNaseP|RNaseP|RfamFamily|RNaseP|group_I_intron|group_I_intron|RNaseP|group_I_intron|tmRNA|RfamFamily|group_I_intron|group_I_intron|group_I_intron|group_I_intron,-0.1019707565162111
group_I_intron-IE2-Cdu.L1923-2,0.6373626373626374,group_I_intron,406,0.5241935483870968,group_I_intron|RfamFamily|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|tmRNA|group_I_intron|group_I_intron|group_I_intron|group_I_intron,-0.11316908897554068
group_I_intron-IC1-Ste.L798-1,0.4083769633507854,group_I_intron,320,0.2890173410404624,group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|group_I_intron|RNaseP|RNaseP|RNaseP|SRP|group_I_intron,-0.11935962231032299
SRP-Cory.effi._BA000035,0.7843137254901961,SRP,100,0.56,SRP|RNaseP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP|SRP,-0.22431372549019601
RNaseP-H.pylori-RU1,0.5,RNaseP,317,0.1538461538461538,RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP|RNaseP,-0.3461538461538462
tRNA-tdbD00009470,1.0,tRNA,74,0.0,tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA|tRNA,-1.0
